subject,jumlah_tiket
Undangan,1
Lupa USERNAME_MASKED Password FTP Anggaran.,1
Tidak Dapat Mencatat Pembayaran Dana Titipan Tunai,1
Identifikasi Kode SPAN PT. Telekomunikasi Indonesia Tbk V2,1
"Kekurangan Tunj Struktural sekaligus kelebihan Tunj Fungsional AGUSTIN AMINAH, S.PD NIP. NIP_MASKED",1
Tidak bisa mengisi sumber dana pada modul kas tunai SAKTI,1
SAKTI Modul Pembayaran,1
Tidak Bisa Validasi SPP,1
Status Sertifikat,1
Permohonan migrasi pandu sakti,1
Honor Pejabat SBM 2021,1
Jurnal Kas BLU,1
Pengiriman Surat Dinas,1
Gagal Menonaktifkan Pegawai Pensiun pada GPP,1
Nomor register hibah barang tidak muncul di omspan,1
Terdapat Double Realisasi Pada Salah satu Akun Laporan FA Detail SAKTI,1
SPM masih muncul sakti,1
Permintaan Migrasi USERNAME_MASKED Sakti,1
Pemotongan iuran 1% BPJS Keluarga Lainnya,1
Pergantian Password OMSPAN,1
Revisi MP Tahap II Kejaksaan R.I,1
Permohonan penggantian USERNAME_MASKED KPPN untuk aplikasi digipay,1
Rilis Update SAS 2021 versi 21.0.15,1
Panggilan Telepon dari 02114090,1
Data Deviasi Hal III DIPA di aplikasi OMSPAN->MONEVPA terekam 2 kali,1
LPJ BNPB (648521) SEPTEMBER 2021,1
Permintaan Penghapusan Data SPRINT Ganda,1
Perjalanan Dinas Luar Negeri,1
KENDALA REKAM KUITANSI SATKER 040069 Bappeda DIY,1
pertanyaan,1
Konfirmasi Nilai IKPA,1
Gaji Terusan untuk CPNS,1
Adanya Selisih Realisasi Penyerapan Anggaran dibulan Oktober 2021 yang berpengaruh terhadap nilai RPD bulan Oktober 2021,1
Subsidi bunga marginal,1
pegawai tertolak pengajuan SKPP,1
Akun PIC TIK tidak bisa login di PC Non-SPAN,1
Reklas KDP,1
Perubahan data kontrak,1
Eror pada Silabi,1
Trouble Jaringan Intranet,1
Penonaktifan USERNAME_MASKED Satker 636702,1
Realisasi dan Pagu,1
Dispensasi SPM,1
Salah rekam jenis transaksi di modul aset,1
tanya password,1
USERNAME_MASKED DAK FISIK,1
Permintaan Penghapusan PMRT KPPN Metro per Tanggal 01 November 2021,1
Hibah belum terdaftar di OMSPAN,1
PERMOHONAN BANTUAN LINK LUNAS,1
Mohon Bantuan Untuk Dapat Upload ADK KOM Via Aplikasi SAKTI,1
Perubahan Kedudukan Status Kawin Tidak Dapat di Ubah,1
Referensi SAKTI 2022,1
Jafung APK APBN,1
error pada aplikasi sakti menu cetakan LPJ bendaraha,1
Rollback SKP E-Jafung,1
Diklat yg menunjang operasional kantor,1
Mohon panduan Setting pembuatan FTP Server,1
Penutupan Kontrak di SPAN,1
BELANJA BARANG DAN BELANJA MODAL TERGABUNG DALAM 1 SP3B,1
Permasalahan Data Kepegawaian pada eDJPb,1
adendum kontrak di USERNAME_MASKED Kepala Kantor,1
Permohonan Setup Register Hibah Langsung Barang di SPAN dan di OM SPAN,1
Pembayaran Uang Muka Gaji (Persekot),1
Softcopy sertifikat PNT,1
Addendum Kontrak yang Tertolak,1
Pencatatan pungut dan Setor pajak dalam pembuatan LPJ,1
Sertifikat PNT,1
tentang potongan iuran bpjs di aplikasi gpp,1
Permohonan Permintaan Akun Intranet Ditjen Perbendaharaan,1
Durasi kegiatan diklat,1
AKSES SAKTI WILAYAH,1
Perbedaan RPD pada SPAN dan Usulan Revisi yang sudah disetujui,1
SPAN MODUL BC,1
Pengaktifan USER,1
Permintaan USERNAME_MASKED DAK Fisik Cadangan Pemda Kab. Takalar,1
Proses Kontrak pada SPAN,1
Migrasi Bank Syariah Indonesia,1
Perbedaan Realisasi antara Laporan FA dan Fa Detail,1
Permintaan Penggantian Switch Baru Kanwil DJPb Bengkulu,1
Gagal Upload ESPM,1
Supplier Tidak Ditemukan,1
Permohonan Penghapusan PMRT tanggal 3 November 2021,1
Peenolakan kontrak multiyears,1
minus BKU silabi (urgent help please!!!),1
Nilai Angka Kredit Pendidikan Utama S2,1
Sertifikat Microlearning PPL Bendahara Penerimaan Tahun 2020,1
tes tiket dengan lampiran - migrasi hosting pusintek,1
eDJPb role sekretaris tidak dapat memberi nomor surat,1
Perubahan Terkait Maintenance SAKTI tanggal 7 Nopember 2021,1
pasword intra KPPN Ternate,1
sertifikat PPK dan PPSPM,1
Pengajuan Perubahan USERNAME_MASKED SAKTI Wilayah - 416292,1
Peubahan USERNAME_MASKED dan administrator SAKTI pada KPPN Mamuju.,1
exception report masih muncul,1
"Penayangan Surat Direktur Jenderal Perbendaharaan nomor S-257/PB/PB.3/2021 pada website Perbendaharaan, Intranet dan broadcast HAI DJPB",1
Perbedaan konversi kurs SP3 antara SAKTI dan OMSPAN,1
Upload ADK LPJ Bulan Okt 2021 mengalami eror di APlikasi SPRINT,1
Aplikasi OMSPAN_monev PA,1
Pembatalan Stok Opname pada KPP Pratama Serang Timur,1
Kode Bank Pusat Bank Syariah Indonesia (BSI),1
Eror Pada Saat Proses Approve Transaksi Koreksi KDP,1
UKOM Kenaikan Jabatan JF Fungsional APKAPBN,1
Batas akhir pengajuan SPM Belanja Pegawai Non Gaji Induk,1
Aplikasi SAS dan SPAN,1
SPM KKP,1
perubahan nomor rekening di SPRINT,1
Pelunasan Tagihan Prodia,1
pendaftaran admin simaspaten,1
RSUP dr. Johannes Leimena Ambon,1
Kendala SAKTI Anggaran Minus,1
Pengembalian kelebihan setor tup,1
SKP / Dupak,1
Pembayaran Tunjangan Fungsional dalam Hal Kenaikan Jenjang,1
Pendaftaran Supplier Bendahara Penerimaan untuk SPM P-PNBP,1
Penjelesan Terkait TUP yang tidak terbaca,1
Permintaan Instalasi Office versi 32bit pada PC SPAN,1
Roll back SKP Ejafung,1
Info Pembayaran SPAN,1
SAKTI - sisa pagu bernilai minus,1
PERBEDAAN JUMLAH SISA PAGU PADA SPAN DAN SAKTI,1
Saldo Pagu di SAKTI Minus semua,1
Kekurangan Tunjangan Sandi,1
Menghapus baris hibah yang salah rekam di OMSPAN,1
Aplikasi pin ppspm,1
kelebihan setoran sisa TUP,1
Setoran UP belum muncul pada karwas UP OMSPAN,1
Kontrak Sudah SP2D Tapi Belum Tercatat Realisasinya,1
Pelaksanaan Halfday/Fullday Meeting,1
Revisi DIPA,1
Detil COA Minus,1
Tindak Lanjut Ticket 20210702-U7SB38 (Permohonan Penggantian Sertifikat Bendahara),1
Double Pungut Pajak,1
pegawai pindahan,1
memunculkan MAK belanja barang di KRO layanan sarana internal,1
Pergantian USERNAME_MASKED Supervisor,1
Permohonan pemindahan OU PC nonspan pada KPPN Ambon,1
Perbedaan Sisa Pagu antara SAKTI dan OMSPAN,1
Tidak munculnya data penerimaan negara di OMSPAN,1
Daftar kontrak Kegiatan,1
Ticketing Error Aplikasi Sakti,1
Terkait Subsidi Bunga Progran PEN,1
mengecek laporan capaian output Oktober,1
Pengembalian dana PNBP,1
Mohon bantuan format contoh surat usulan untuk mengikuti e-learning bendahara,1
"Komputer Join Domain, tidak dapat melakukan gpupdate",1
Gagal Approved Pendetilan Persediaan,1
daftar gpp,1
Penolakan adendum,1
Perjalanan dinas untuk Bimtek Mandiri,1
Unreconciled SP4HL,1
Bagaimana Untuk Mengaktifkan USERNAME_MASKED di Aplikasi SPRINT,1
Lupa Password Mail Sakti,1
Lapor Kontrak yang pernah dicabut Data Kontrak nya,1
permintaan USERNAME_MASKED password PIC TIK/supervisor KPPN,1
SPMKP DITOLAK,1
USERNAME_MASKED yang Didaftarkan pada Aplikasi Digipay tidak Mendapatkan Email Aktivasi Akun DIGIT,1
Admin Omspan Kabupaten Buru Selatan,1
Pembatalan kontrak PT Pertamina,1
Tidak bisa membuat SPP,1
fullday,1
Permohonan VOID SP3HL,1
Saldo Tidak Normal - 114211,1
REKONSILIASI BEDA ATAS PENGESAHAN BLU,1
alur kerja pengajuan DUPAK pejabat fungsional yang mengalami Mutasi pada aplikasi E-Jafung,1
Tagihan pada SIKP,1
Salah Koreksi Akun,1
Permohonan Perekaman Dasar Pembayaran Pada Aplikasi SAKTI,1
No PO tidak ditemukan,1
Kendala Paygrup tidak muncul untuk PMRT Hibah Uang,1
marketplace,1
Supplier sudah di daftarkan namun belum muncul di OM-SPAN,1
Troubleshooting Komputer SPAN Kanwil (CWSPAN),1
Penerbitan Sertifikat PPK melalui metode konfersi,1
Permohonan Penghapusan Data Rekening pada Aplikasi SPRINT,1
USERNAME_MASKED DAK Fisik Cadangan,1
Realokasi Anggaran Covid-19,1
E-Rekon LK,1
Belum dapat batuan subsidi rumah,1
Pengajuan Angka Kredit Melalui Perolehan Gelar Pendidikan,1
Permohonan Admin Lokal PC KBN2304G014,1
Cara mendapatkan subsidinya,1
Tidak Bisa Registrasi Akun digit.kemenkeu.go.id,1
Permohonan Penyesuaian Perhitungan dan Data IKPA pada Aplikasi OMSPAN,1
Retur PNBP,1
Penggunaan akun 524111,1
Informasi SPAN TGL 19 November 2021,1
Supplier SAKTI untuk BSI,1
KEKURANGAN GAJI TERUSAN PENSIUN WARAKAWURI ALM KRESNO YUDHO,1
Ejafung PKAPBN (usulan penambahan butir-butir kegiatan bendahara pengeluaran),1
kontrak multi years,1
Aplikasi Pin PPSPM,1
Penegasan Posisi TMR sejak ada Jafung,1
Daftar akun omspan/monsakti,1
Sertifikat BLU Expo 2021,1
Permintaan pendaftaran USERNAME_MASKED,1
Selisih Tagihan KKP,1
feedback,1
Permohonan Remote Akses Pc SPAN,1
Pembayaran transaksi KKP auto debit,1
Import GPP Terpusat Gaji Induk Januari 2022,1
Keterangan,1
Koreksi Akun pada Aset Tidak Wajar,1
Mrekam kekurangan bayar pajak di sakti,1
USERNAME_MASKED PIC TIK tidak dapat digunakan untuk install driver printer pada PC Joint Domain,1
(Urgent) Terdapat TDK COA pada KPPN Sebagai Penyalur DAK Fisik,1
GAGAL REKON PEGAWAI PPPK SATKER 677505 - P2 KPPN YOGYAKARTA (030),1
Pengecekan saldo dan dana tersedia PHLN RKPHLN BALAI IPDMIP,1
dana DAK,1
Permintaaan input satker di pilihan simaspaten,1
Tidak bisa login di forum perbendaharaan (URL_MASKED,1
Kendala dalam membuat kekurangan gaji pegawai,1
Data HostName komputer KPPN Karawang pada Intra.djpbn.kemenkeu.go.id tidak sesuai dengan data fisik.,1
Tidak bisa cetak LHR OMSPAN,1
Ketidaksesuaian data penyerapan anggaran pada Laporan FA Detail,1
Berapa lama proses pooling penyesuaian IKPA,1
Update Data PAK pada aplikasi Ejafung,1
kesalahan input data masa kontrak,1
FA sakti berbeda dengan FA SPAN,1
Status Kawin Pada Aplikasi GPP,1
Keg. restorasi Batur Situs Liyangan,1
Subsidi bunga dlm rangka pemulihan ekonomi nasional,1
Balik nama sertifikat tanah yang dihibahkan,1
Hal IVB DIPA,1
Upload Laporan Keuangan Triwulan III Tahun 2021,1
Digit Kemenkeu,1
mengenai Tindak lanjut/disposisi Direktur SITP,1
NIP sudah terdaftar,1
terjadi kesalahan pada server,1
Langkah-langkah penarikan potongan SPM yang lebih,1
Aktivasi Akun,1
Penolakan Pada Pendaftaran Referensi Satker,1
Penyampaian Dispensasi,1
Penghapusan SLIK,1
terkait E-rekon dan Sakti,1
Penerbitan SPP/SPM Satker Pengguna Aplikasi SAKTI,1
KONFIRMASI PENERIMAAN TIDAK MUNCUL,1
Lupa email Digit,1
Pengaktifan USERNAME_MASKED Gaji Satker Modul PPNPN,1
Kenaikan pangkat II D ke III.A untuk PK APBN terampil,1
Permohonan Penghapusan ADK PMRT KPPN Mataram per tgl. 29 November 2021,1
BAST yang seharusnya dihapus tetapi telah didetilkan terlebih dahulu,1
Tidak bisa tambah volume dan capaian output kegiatan DAK,1
Ubah USERNAME_MASKED di Digit,1
Lanjutan tiket 20211124-KBSPHS,1
Permintaan reset password PPK pada aplikasi digital,1
Mendaftarkan Satker 424302 Institut Agama Islam Negeri Pontianak ke dalam Approval Wilayah USERNAME_MASKED masih dalam satu K/L Kementerian Agama di wilayah provinsi Kalimantan Barat,1
solusi terkait hal registrasi USERNAME_MASKED PPNPN Web,1
Koreksi Akun Setoran BPJS,1
Penghapusan Persediaan dikarenakan Kesalahan Akun,1
permintaan reset password USERNAME_MASKED,1
Kendala Aplikasi SAKTI,1
USERNAME_MASKED Plh. Kepala Kantor,1
Permohonan Pengaktifan Kembali (reset password) USERNAME_MASKED Satker Dinas Kesehatan Provinsi Sulawesi Barat (340047),1
Menyamakan nilai Penyaluran BLT pada kolom Detail dan Summary,1
Sumsel,1
Setiap menu di SAKTI tidak bisa terbuka,1
Gagal simpan SPP Uang Makan,1
realisasi Detail di FA detail berubah setelah revisi,1
Anggaran Kontrak Multiyears yang belum terealisasi,1
Gaji Terusan Pegawai Meninggal Cerai,1
tidak bisa masuk ke USERNAME_MASKED di aplikasi sakti,1
Proses Melengkapi Profil DIGIT,1
Tidak Bisa Mendetailkan Aset Tetap,1
Pecantuman SPP/SPM,1
Penyesuaian Perhitungan Data IKPA,1
Permohonan Pengajuan Perubahan USERNAME_MASKED Tingkat Unit Kerja Ditjen Kerja Sama ASEAN,1
Data Hibah yang tidak terbaca di SiAP padahal sudah dibukukan di SPAN,1
Aplikasi sakti modul penganggaran,1
Tidak bisa download ADK PMRT dari Portal Sakti,1
Tidak Dapat Membuat SPMKP,1
error saat pengisian WEB ADI penyesuaian pagu,1
Permohonan aktivasi URL_MASKED,1
Status E-Rekon Satker 634497 masih Analisa Hasil Rekon,1
Pertanggungjawaban pembelian headset,1
Ciciln KPR BNI naik,1
Permohonan Pembatalan Transaksi Keluar (Pemakaian) Persediaan,1
Rekam spp,1
Saldo awal BLU tidak sesuai,1
Revisi Updating POK,1
Pembayaran Honor Pejabat Perbendaharaan yang Belum Bekerja Satu Bulan Penuh,1
SAKTI - Import PPNPN Spesial Muncul Notifikasi,1
Perbedaan data SIAP,1
Tidak bisa melakukan perekaman transaksi pemakaian pada aplikasi persediaan,1
Aktivasi Digit USERNAME_MASKED Web Modul PPNPN,1
Trouble Saat Akan Mencetak LPJ dan Mengunduh LPJ di Aplikasi SAKTI,1
Penolakan,1
Update Data Referensi,1
masalah import adk terkoneksi span pada sakti,1
"Status ADK SPM ""Belum Dikonversi"" Satker 672906",1
Permasalahan Aplikasi Persediaan,1
Perjalanan Dinas PPNPN (Driver),1
Ejafung Tidak Bisa Login,1
Pembuatan Billing Pengembalian Belanja,1
Aplikasi e jafung terkait penyusunan SKP,1
Perbedaan Pagu DIPA,1
Penyamaan data GPP Terpusat terkait Import Data GPP Terpusat untuk Supplier tipe 3 di APlikasi SAKTI,1
Permohonan role back SKP,1
Reset Pin PPSPM 984438,1
"Urgent - Pendaftaran Data Supplier di SPAN: ""Data yang ada sudah berlangsung""",1
MP PNBP Saldo Tidak Cukup,1
Permohonan Roll Back a.n Rizky Kurniasih NIP NIP_MASKED aplikasi e Jafung,1
Rekonsiliasi Rekening Koran hasil Jurnal Kas BLU,1
Cara Mengubah Data RPD - Tanggal Pembayaran pada Portal SAKTI KPPN,1
Permohonan Pembukaan Akses USERNAME_MASKED SAKTI,1
Ceklis PPK Umum pada sakti,1
Pembuatan Paygroup Hibah Kas,1
Permohonan Penyesuaian data Revisi DIPA di SPAN,1
PPNPN 2022,1
Gagal dan Error Saat Rekam SPP LS-Kontraktual Satker 672906,1
SAKTI Lambat,1
Monitoring terkait revisi dipa,1
Pembuatan SPM PPNPN Induk Januari 2022 Pada Aplikasi SAKTI,1
Penolakan Gaji Induk Januari 2022 Pada SPAN,1
Solusi terkait belum adanya email balasan Aktivasi USERNAME_MASKED Satker Modul PPNPN dan PPK,1
Mohon bantuan atas kendala LPJ pada satuan kerja 626397,1
Data capaian output satker tidak bisa masuk di OM SPAN karena perbedaan revisi DIPA,1
Perubahan Data Nama Bank pada SPAN,1
Data Migrasi PPNPN,1
Penolakan SPM Gaji Induk Jan 22,1
Saldo tidak normal di e-rekon,1
Kendala OTP SAKTI,1
Pengajuan email SAKTI,1
Perbaikan flyer perayaan Natal Bersama Keluarga Besar Kemenkeu 2021,1
Rekonsiliasi belum terpush ke E-rekon,1
gagal validasi gaji pada aplikasi SPAN,1
Subsidi kpr program PEN,1
Roll Back Status,1
PENYESUAIAN REVISI DIPA 635230 635232,1
ASET PERALATAN DAN MESIN TIDAK MASUK KE SAIBA,1
Kesalahan Input Kode Barang pada Aplikasi SAKTI,1
Pembayaran SPM sumber PNBP menggunakan LS,1
Permohoanan Ubah Tanggal Revisi DIPA pada OM SPAN agar disesuaikan dengan Dokumen Sumber,1
E-BG tidak bisa disimpan atau edit,1
Penyesuaian Revisi DIPA OMSPAN satker 423406,1
Mohon informasi balasan atas ND nomor ND-896/WPB.30/2021 tanggal 13 Oktober 2021 mengenai penyesuaian data IKPA,1
Gaji Induk Pegawai Tugas Belajar Luar Negeri,1
GPP to SAKTI .. pegawai tidak bisa diimport data suppliernya,1
PPh bagi Jasa Konsultan pada Proyek BLN,1
sisa kontrak yang tidak terealisasi pada SPAN,1
Perbaikan data Posting DIPA terkait Caput,1
Mohon ijin pak,1
Pengembalian PFK,1
terkait PIN PPSPM berbeda utk SPM pengesahan Hibah uang,1
Mohon Info untuk Persetujuan SPM,1
Capaian Output November 2021,1
Retensi Kontrak,1
Reset USERNAME_MASKED/SIMASPATEN,1
Pengaduan penerima PEN KPR BNI Griya,1
pencatatan bank garansi di sakti,1
mengapa interkoneski gagal terus?,1
Perbaikan Akun Penerimaan tahun 2020,1
pelepasan / penghapusan SIKP,1
Permohonan BAST untuk di Void di Laporan FA detail,1
mphl bjs,1
Setoran Pengembalian UP PNBP untuk menambah sisa dana MP di eSPM,1
Akun Potongan Pensiun dan THT,1
LUPA PASSWORD DI APLIKASI DIGIT,1
Pertanggungjawaban UP Terakhir,1
masalah mysql pada SAS,1
Double pada menu cetak Arsip SPM,1
BG masih gagal konfirmasi,1
Penyedia Barang dan jasa,1
SUBSIDI BUNGA/SUBSIDI MARGIN BAGI UMKM PROGRAM PEMULIHAN EKONOMI NASIONAL (PEN),1
Program Subsidi Bunga KPR,1
Penerima bantuan subsidi KPR BTN,1
Perbedaan akun 521111 dan 521119,1
download garansi bank,1
Subsidi pen,1
Buku Saku Penilaian DUPAK,1
Nomor Dokumen Kwitansi Sama,1
Perpanjangan Sertifikat,1
Lupa USERNAME_MASKED password monsakti,1
Kepala Subbagian Umum sebagai USERNAME_MASKED/Verifikator E-Jafung,1
aktivasi USERNAME_MASKED dan simaspaten,1
Biaya jamuan eselon 1,1
Konsultasi Penyelesaian Terkait Kesalahan pada Koreksi Penerimaan,1
selisih nilai potongan,1
Permintaan Pembatalan (void) SP2D KPPN SORONG,1
Penarikan Data Excel RKKS Pada Monsakti,1
Ejafung PKAPBN,1
"Daftar dokumen BAST dengan akun 523123 yang dibayar memakai UP yang dicatat di aplikasi SAKTI pada modul KOMITMEN menu""",1
"Rekening giro sudah di tutup, tapi belum memiliki VA",1
Akun Pengembalian Uang Muka kontrak,1
Penolakan SPM pada SPAN,1
Penolakan SPM PNBP pada Aplikasi E-SPM,1
Bank Garansi,1
E-BG (Bank Garansi Elektronik) Tidak Terkoneksi ke OmSPAN dan SAKTI,1
Pengajuan USERNAME_MASKED Persedian Wilayah dan USERNAME_MASKED Wilayah,1
H2H MPN Beberapa Bank terpantau Offline,1
Kontrak Tidak Muncul,1
nrp dobel,1
Penggunaan akun 533121 untuk Dicatat Sebagai Peralatan dan Mesin,1
Konfirmasi Bank Garansi Interkoneksi Bank Mandiri Satker 059647 pada OMSPAN,1
Pembayaran langganan e Journal,1
Permohonan USERNAME_MASKED Join Domain,1
akun belanja penambahan daya listrik,1
e-jafung terjadi kesalahan tampilan di menu bukti fisik seminar,1
Tidak bisa masuk ke akun Digipay 002,1
Permohonan rollback status SKP Aplikasi E-Jafung atas nama Adnan Soleman NIP NIP_MASKED,1
KODE BARANG UNTUK PENAMBAHAN DAYA LISTRIK,1
Tidak bisa mencetak Memo pengesahan Hibah barang,1
Permohonan rollback DUPAK EJAFUNG,1
Konversi sertifikasi PPSPM,1
Pencatatan KDP,1
Aktivasi USERNAME_MASKED Reset Pssword Digit,1
seputar jafung,1
Kode satker MPHL BJS (help urgent!),1
reset password akun DIGIT,1
terkait ppnpn web,1
Perubahan SKP pada e-jafung,1
Status transaksi pada MONSAKTI,1
MarkerPlace,1
Pembuatan SP2HL Tidak Keluar ADK nya,1
Roll Back e-Jafung APK APBN,1
Permohonan Data DIPA Petikan Tahun 2011,1
Detil Akun Pada DIPA,1
Tidak Singkron Data di BPP dan BPG (Satker 548954),1
Mohon Pengaktifan Akun Digit Kemenkeu,1
Jam upload spm ppnpn induk dispensasi tgl 27-12-2021,1
Perubahan SKP pada e jabfung,1
Pesan eror modul PPNPN,1
"Modul Penganggaran, Gagal Download Petikan DIPA",1
Error gagal membentuk report hanya untuk hal SP DIPA,1
temuan BPK_nilai Buku minus dalam e- rekon,1
Dokumentasi Seminar untuk lampiran DUPAK APKAPBN,1
Saldo Belanja Modal dan Barang Dibayar Di Muka,1
Gagal Login pada Digipay Menggunakan DIGIT,1
permasalahan terkait e rekon,1
Permohonan Rollback SKP,1
Batas Waktu Perhitungan IKU HAI CSO Triwulan IV Tahun 2021,1
Pemambahan Butir kegiatan di SKP,1
Pertanyaan Terkait Informasi Magang,1
akun digit,1
Permintaan Penghapusan PMRT KPPN Ternate periode 1 s.d. 20 Desember 2021,1
PERMINTAAN VOID SP2D KPPN BATAM,1
Pemulihan FA terkait Pembatalan Transaksi Persediaan,1
Penolakan ADK PMRT dari SPAN,1
Perintah Bayar Tidak Muncul Saat Membuat Kuitansi,1
Void SP2D,1
ttg E Jafung,1
Permintaan USERNAME_MASKED Password OMSPAN,1
Lupa passowrd digit,1
Pemutakhiran Data POK dan Pemutakhiran Data,1
Serifikat kegiatan coaching clinic Sakti,1
PENDAFTARA USERNAME_MASKED,1
Hasil Rekon TKTM,1
Perbedaan Realisasi di kantor KPPN Banda Aceh (527560),1
Koreksi SPM di Sakti,1
Permohonan pembukaan Periode Buku Januari- Juni 2021,1
penyeleiaian supend pengembalian belanja,1
Penyampaian Perubahan Dokumen Rencana Bisnis dan Anggaran (RBA) BP Batam TA 2023 (Indikatif),1
permohonan broadcast maintenance monSAKTI,1
Rollback SKP jabfung PK APBN Penyelia,1
Update Data Web Satu DJA,1
LPJ BPP pada modul Sakti Bendahara,1
Sertifikat E learning,1
om span desember 2021,1
Om-span,1
Pembatalan SKP Jabfung 2021,1
Persyaratan Calon Bendahara mengikuti Sertifikasi Bendahara,1
ingin download rincian kerja satker,1
"Permohonan rollback SKP pada aflikasi e jafung, terimakasih",1
Info sertifikat PNT,1
Pengajuan Gaji Bulan Februari Tahun 2022,1
Realisasi pada OM Span,1
Permohonan Roleback SKP pada aplikasi E-Jafung,1
permohonan Roll back e jafung,1
Status SPM GUP Nihil menjadi Batal ADK SPM,1
Permintaan USERNAME_MASKED SAKTI Satker Loka POM di Kabupaten Rejang Lebong,1
Tidak bisa impor GPP,1
Permintaan pendaftaran USERNAME_MASKED level KPPN Selaku Kuasa BUN pada KPPN Rangkasbitung,1
gagal registrasi akun DIGIT,1
Permohonan install driver printer baru pada PC SPAN,1
Permintaan Pengunggahan Modul e-Rekon&LK ke situs DJPb dan intranet DJPb,1
Permohonan UP TA.2022,1
Rekonsiliasi,1
Tidak bisa login e jakfung,1
mengubah butir kegiatan SKP pada ejafung,1
Penolakan SPM Tukin SPM NO 00008,1
Mohon Tanda tangan RBA,1
Perbedaan Data Realisasi dan Caput yang Signifikan TA 2021,1
ak pkapbn,1
Perhitungan IKPA LPJ Desember 2021,1
Permintaan USERNAME_MASKED Computer yang telah unjoin domain,1
Registrasi web gajikita PPNPN,1
Pembayaran Lembur Tahun Anggaran Yang Lalu,1
Pendaftaran dan Perubahan USERNAME_MASKED SAKTI,1
Perbaikaikan SKP,1
Gagal Cetak SPMMJ Lewat EDJPB Old Version,1
E_Jafung APK/PK APBN,1
ejapung,1
Menu Dashboard pada MPN G3 setelah Login Tidak Lengkap,1
pembuatan TUP,1
E-Jafung Pranata Keuangan,1
Migrasi dari simponi ke mpn simponi,1
Permohonan rollback SKP ejafung,1
Pertanyaan Seputar SAKTI,1
Migrasi Simponi ke Teasury Billing System,1
Permohonan Narasumber Pengelolaan Kontak Center Hai DJPB,1
Kesulitan upload LPJ Desember 2021 Kantor Pertanahan Kota Pekalongan (429972),1
Kendala Log In Aplikasi E-Jafung,1
Data untuk konfirmasi Penerimaan Negara tidak muncul,1
Roll back aplikasi e jabfung utk edit periode SKP semester 1,1
bagaimana langkah saya selanjutnya?,1
Cek update WA,1
Pembatalan SP2D Nihil,1
Pendaftaran Kontrak Belum Diproses,1
Permintaan Pembatalan (Void) SP2D KPPN Saumlaki,1
migrasi simponi,1
Supplier PPNPN,1
Permohonan Perubahan Hai CSO Role Pelaksana KPPN Barabai,1
Registransi di MPN NOW,1
SPM Gaji SAKTI Februari ditolak KPPN,1
Pengisian Verifikasi Pengusul DUPAK JF PKABN,1
Pengajuan Dupak APK APBN dan PK APBN,1
Permintaan rollback e-jafung,1
Permohonan buka periode aset desember 2021,1
Modul Pembayaran tidak ada pilihan 4679EAC dalam kolom isian Kegiatan,1
Pendaftaran Supplier/Kontrak pada Portal SAKTI,1
Permasalahan terkait LPJ Bendahara pengeluaran di aplikasi sprint,1
MTsN 6 Klaten,1
Gagal tarik data SPM GUP,1
Admin USERNAME_MASKED,1
Tolakan validasi SPAN,1
Pembayaran Tunggakan Tahun Anggaran yang lalu,1
Akun Digit terdaftar tapi tidak diketahui email,1
Token Aktifasi DIGIT Kadaluarsa,1
Tidak bisa sign in/sign up digit,1
login simaspaten,1
Data dari Simponi tidak berubah ketika di migrasi ke MPN,1
Biling Perbendaharaan,1
Migrasi Data SAS ke Web PPNPN (satker piloting),1
Cara mencatat pembayaran bank garansi karena pekerjaan yang belum selesai di akhir tahun anggaran,1
Pencatatan kontrak pembangunan gedung dengan Bank Garansi,1
Berkas ADK GPP tidak dapat terbuka,1
SCRIN SHOOT pada saat aplod lpj,1
Mohon bimbingan perbaikan transaksi Penerimaan Negara pada aplikasi SAIBA,1
Akses Aplikasi SAKTI Lambat,1
lupa email simponi,1
Gagal Membuat SPP Uang Makan Tambahan,1
Migrasi Billing Perbendaharaan Gagal,1
Permohonan penyesuaian Perhitungan IKPA,1
Internal server error e jafung,1
aplikasi DIGIT tidak tersambung ke SIMASPATEN,1
IMPORT DATA GAJI TERUSAN,1
tidak dapat reset password,1
tidak bisa upload adk,1
Penolakan SPM UP,1
Reset password admin,1
Penolakan PMRT,1
"Terdapat jurnal uybdt pada modul GLP, dikarenakan bendahara pada saat menginput SPBy di SAKTI tidak memilih BAST yang ada di modul Komitmen",1
Koreksi Kelebihan Setor TUP di SPAN SEKSI Bank,1
Permasalan SAKTI,1
USERNAME_MASKED TAK KUNJUNG KELUAR,1
Pengajuan UP pada KPPN,1
Migrasi Akun Simponi KPKNL Serang,1
Seputar FA Detail 16 Segmen,1
Migrasi Akun Simponi,1
Migrasi pengguna Simponi,1
TOLAK ADK SPM,1
Permasalahan terkait penolakan spm,1
COA tidak ditemukan saat membuat SPP,1
penjelasan pengajuan gaji ppnpn januari 2022,1
Mohon bantuanya kami akan melaksanakan migrasi Apk Simponi ke Apk MPN G3 ada kendala pada pasword yang terdaptar yaitu akun email EMAIL_MASKED demikian terima kasih bantuannya,1
Sudah Bayar Pajak Transaksi tapi Via kantor Pos,1
permintaan persetujuan UP satker 307491,1
migrasi gagal dari simponi,1
"Status DPP Gaji PPNPN masih ""0-Permintaan Proses""",1
Penerimaan SPM Gaji Februari 2022,1
Migrasi Biling Perbendahraan,1
Mengetahui SIKP,1
Informasi PIN HAI CSO,1
